interaction_id;actions;known_action;interaction_type;pubmed_ids;drug_bankID_id;uniprot_ID_id
412;cofactor;unknown;target;16843692|17431913|16714133|16311595|25820384;DB00115;Q9Y4U1
413;cofactor;unknown;target;11979347|20589617;DB00115;P42898
414;substrate;unknown;enzyme;16439175|16410054;DB00115;Q96EY8
415;substrate;unknown;transporter;16047053|26586110|22254022|15845892;DB00115;Q9BXJ7
416;substrate;unknown;transporter;17259255|16047053|10742986;DB00115;P20061
417;substrate;unknown;transporter;15640468|16820193|17068171|16894458|16047053;DB00115;P20062
418;substrate;unknown;transporter;15736970|15845892|16567952|10448521|22254022;DB00115;P27352
419;substrate;unknown;transporter;15736970|15845892|23539619;DB00115;O60494
420;nan;unknown;transporter;8710919;DB00115;P98164
421;nan;unknown;transporter;23539619|23415653;DB00115;P33527
422;cofactor;unknown;target;11323021|16171773|17533396|12949177|12937168;DB00116;P11586
423;cofactor;unknown;target;12949177;DB00116;P13995
424;cofactor;unknown;target;17139284|17016423|15090517;DB00116;P48728
425;cofactor;unknown;target;10395731|10585460|11320079|16627483|16712799;DB00116;O75891
426;cofactor;unknown;target;10978155|11169015|11237340|9398303|9730838;DB00116;Q99707
427;cofactor;unknown;target;9677387|11488596|10329787|10673422;DB00116;O95954
428;cofactor;unknown;target;12974624|11948179;DB00116;P31939
429;cofactor;unknown;target;10656824|10998057|11386852|11752472|12668769|10592235;DB00116;P34896
430;cofactor;unknown;target;11386852|11737206|12668769|12686103|12902326|9449840|17651438|17142057;DB00116;P34897
431;cofactor;unknown;target;10024094|10196703|10208491|10233370|10893069|17636160|16950805|16929515;DB00116;P42898
432;cofactor;unknown;target;10781559;DB00116;Q96DP5
433;inhibitor;unknown;transporter;9756510;DB00116;Q92887
434;nan;unknown;target;16790022|16960050|17227057|17075268|17191019;DB00117;P19113
435;nan;unknown;target;17139284|17016423|15843493;DB00117;Q99624
436;nan;unknown;target;17191848|17536021|17185227|17193285;DB00117;P42357
437;substrate|inhibitor;unknown;transporter;11278508|11827462;DB00117;Q8TF71
438;cofactor;unknown;target;11435507|11810299|12221207|12697024|12742526;DB00118;Q14749
439;cofactor;unknown;target;12545203|12974388|15051528|16515461;DB00118;P17707
440;cofactor;unknown;target;11596649|12023972|12660248|12671891;DB00118;P31153
441;activator;unknown;target;11524006|11559709|12163655|12269827;DB00118;P35520
442;cofactor;unknown;target;11301045|12060674|12631701|12660248|12671891;DB00118;Q00266
443;cofactor;unknown;target;20196537|18486144;DB00118;P21964
444;nan;unknown;target;18533109;DB00118;Q8N1G2
445;nan;unknown;target;22955273|25349987;DB00118;Q9HBK9
446;inhibitor;unknown;enzyme;15763544|20238404;DB00118;P05181
447;substrate;unknown;enzyme;11870804|12843627|15499902;DB00118;P19623
448;nan;unknown;target;16213084;DB00119;O15427
449;nan;unknown;target;16604139;DB00119;P36021
450;nan;unknown;target;17139284|17016423|2632679;DB00119;Q9BYV1
451;nan;unknown;target;16604139;DB00119;O15375
452;nan;unknown;target;17574881|17547515|16720364|16644726|16365052;DB00119;P30613
453;nan;unknown;target;16604139;DB00119;O15403
454;nan;unknown;target;16604139|16766717|17556391|16597615|15953344;DB00119;O60669
455;nan;unknown;target;16855207;DB00119;P11177
456;nan;unknown;target;16132722|17308100|16741870|17587357|16375581;DB00119;P14618
457;inhibitor;unknown;target;17355287|16435204|11752352;DB00119;P80404
458;nan;unknown;target;17275903|16110503|16604139|15953344|16213084;DB00119;O15374
459;nan;unknown;target;16514190;DB00119;O95907
460;nan;unknown;target;17583564|16110503|17606506|16213084|16326938;DB00119;P53985
461;nan;unknown;target;16505973|16575559|16740637|16765071|17008113;DB00119;P11498
462;substrate|inhibitor;unknown;transporter;10417314|9786900;DB00119;O60669
463;substrate|inhibitor;unknown;transporter;9374487|9639576|9786900;DB00119;P53985
464;substrate|inhibitor;unknown;transporter;11278508|11827462;DB00119;Q8TF71
465;inhibitor;unknown;transporter;11997326;DB00119;Q92959
466;substrate;unknown;transporter;11101640;DB00119;O15427
467;nan;unknown;target;9356140|2890101|16666560|11299302;DB00120;P17735
468;nan;unknown;target;12101005|10574970|12930836|9349567|12498902;DB00120;Q9UHI5
469;nan;unknown;target;17139284|17016423|16969782|16338408;DB00120;Q9Y285
470;nan;unknown;target;12056888|2975336|10203136|9642259|12379147;DB00120;P00439
471;nan;unknown;target;17139284|17016423|16969782|16338408;DB00120;O95363
472;nan;unknown;target;16338408;DB00120;Q9NSD9
473;binder;unknown;target;1973034|16581181|12565907|6621777|9642259|11752352;DB00120;P07101
474;inhibitor;unknown;transporter;11827462|11278508;DB00120;Q8TF71
475;cofactor;unknown;target;17139284|17016423|15623830|9311592|14997352|16772434;DB00121;P05166
476;substrate;unknown;target;16359899|16772434|17056793;DB00121;P50747
477;cofactor;unknown;target;16707089|17266990|17254330|17659996|16772434;DB00121;Q9HCC0
478;cofactor;unknown;target;17477831|16772434;DB00121;O00763
479;cofactor;unknown;target;16773504|16772434;DB00121;Q96RQ3
480;cofactor;unknown;target;17008113|17297119|17659996|17478118|17316367|16772434;DB00121;P11498
481;cofactor;unknown;target;17139284|17016423|12385775|9311592|15623830|16772434;DB00121;P05165
482;cofactor;unknown;target;16460018|16545081|16636450|16707089|17468269|16772434;DB00121;Q13085
483;inducer;unknown;enzyme;15333708;DB00121;Q16678
484;substrate;unknown;transporter;12603856|17374649|17135299|17038304|16749865;DB00121;Q9Y289
485;substrate;unknown;transporter;12949353;DB00121;Q8N695
486;product of;unknown;target;17139284|17016423|15798219;DB00122;Q9Y5K3
487;product of;unknown;target;16297435|16302752|16456188|16565162|17139155;DB00122;P22303
488;product of;unknown;target;17184542|17218027;DB00122;P49585
489;product of;unknown;target;16179605|16459925|17627030|16921342|16878701;DB00122;O14939
490;product of;unknown;target;17329059|16297435|17636231|17390078|16376069;DB00122;P06276
491;product of;unknown;target;16179605;DB00122;Q13393
492;product of;unknown;target;31302410;DB00122;Q8TCT1
493;nan;unknown;target;12626641;DB00122;P36544
494;substrate;unknown;enzyme;12216837|10893425|10191259;DB00122;Q9Y6K0
495;substrate;unknown;enzyme;16371353|17236204;DB00122;Q9Y259
496;substrate;unknown;enzyme;16131766|16541262|16941497|17144655|17150236;DB00122;P28329
497;substrate;unknown;enzyme;16144842|16322253|17007874|17236204;DB00122;P35790
498;substrate;unknown;enzyme;16920841|17629908|17147620|17375117|16816108;DB00122;Q8NE62
499;substrate|inhibitor;unknown;transporter;11553644|12089365|12176030|10082798|11758759|9260930|11502595|10889205|19886673;DB00122;O15244
500;substrate|inhibitor;unknown;transporter;12176030|11758759|11463829|11060354|10216142|8955087|11553644|10385678|10570053|11406107;DB00122;O15245
501;inhibitor;unknown;transporter;9632645;DB00122;O75751
502;inhibitor;unknown;transporter;9618255|10454528|11010964|11160873;DB00122;O76082
503;inhibitor;unknown;transporter;10215651;DB00122;Q9H015
504;substrate;unknown;transporter;16000150|16319125|17520363|17624579;DB00122;Q8WWI5
505;substrate;unknown;transporter;17520363;DB00122;Q53GD3
506;substrate;unknown;transporter;27829169|31547050|26746385;DB00122;Q8IWA5
507;substrate;unknown;transporter;17520363;DB00122;Q8N4M1
508;substrate;unknown;transporter;15953352|16051538|16278103|16539662|16675138;DB00122;Q9GZV3
509;nan;unknown;target;17139284|17016423|14523001|17042743|9614060;DB00123;P30825
510;nan;unknown;target;17139284|17016423|15746185;DB00123;O43246
511;nan;unknown;target;17139284|17016423|9079705|16406639;DB00123;Q8WY07
512;nan;unknown;target;17139284|17016423|7499219|15746185|12475743;DB00123;P52569
513;nan;unknown;target;17425721|17158446|17560369|16953616;DB00123;Q15046
514;substrate|inhibitor;unknown;transporter;11278508|11827462;DB00123;Q8TF71
515;inhibitor;unknown;transporter;10215651;DB00123;Q9H015
516;nan;unknown;target;16682803|16690332|16717106|16720041|16729278;DB00125;P29474
517;nan;unknown;target;17329401|17234578;DB00125;Q8WY07
518;nan;unknown;target;16703907|17025265|17287563|17653850;DB00125;Q96A70
519;nan;unknown;target;16809898|17198704|17611150|17651442|17513437;DB00125;P04424
520;nan;unknown;target;16778961|17362916|17363779|17340133|17513447;DB00125;P35228
521;nan;unknown;target;17325243|17329401|17427197|17065601|17363779;DB00125;P30825
522;nan;unknown;target;16801455|16979358;DB00125;P78540
523;nan;unknown;target;17329401;DB00125;O43246
524;nan;unknown;target;16787144|16809898|17210712|17354225;DB00125;P00966
525;inhibitor;unknown;transporter;10525100;DB00125;O76082
526;inhibitor;unknown;transporter;11278508;DB00125;Q8TF71
527;inhibitor;unknown;transporter;10215651;DB00125;Q9H015
528;cofactor;unknown;target;9344473;DB00126;O00469
529;cofactor;unknown;target;11555634;DB00126;O14832
530;cofactor;unknown;target;9344473;DB00126;O60568
531;cofactor;unknown;target;6432788|10709635|1962562;DB00126;O75936
532;cofactor;unknown;target;9505234|1894598|10947967|3097015;DB00126;P09172
533;cofactor;unknown;target;17570561|16773376|17002377|9211255;DB00126;P19021
534;cofactor;unknown;target;29289682;DB00126;Q32P28
535;cofactor;unknown;target;29289682;DB00126;Q8IVL5
536;cofactor;unknown;target;29289682;DB00126;Q8IVL6
537;cofactor;unknown;target;29289682;DB00126;P13674
538;cofactor;unknown;target;25540771;DB00126;Q8N543
539;cofactor;unknown;target;25540771;DB00126;Q6N063
540;activator;unknown;target;12486230;DB00126;Q6NS38
541;activator;unknown;target;12486230;DB00126;Q96Q83
542;cofactor;unknown;target;17320162;DB00126;Q9BY66
543;cofactor;unknown;target;17100196|11752352|9344473;DB00126;Q02809
544;cofactor;unknown;target;17944936;DB00126;Q9NVH6
545;cofactor;unknown;target;27183028;DB00126;Q9NXG6
546;cofactor;unknown;target;29567393;DB00126;Q9GZT9
547;cofactor;unknown;target;17627474|17627521|29567393;DB00126;Q96KS0
548;cofactor;unknown;target;29567393;DB00126;Q9H6Z9
549;binder;unknown;carrier;12090938|6735617;DB00126;P02768
550;substrate;unknown;enzyme;26779027;DB00126;Q16881
551;substrate;unknown;transporter;10331392|16011461|17008880|17258485|17541511|17645691|17664139;DB00126;Q9UHI7
552;substrate;unknown;transporter;16011461;DB00126;Q9UGH3
553;substrate;unknown;transporter;16011461;DB00126;P11166
554;substrate;unknown;transporter;16011461;DB00126;P11169
555;substrate;unknown;transporter;16011461;DB00126;P14672
556;ligand;yes;target;11040105|11160858|14508504|15459188|21318891|21318872|11950995|16515550|16651710;DB00127;P52788
557;ligand;yes;target;11258887|12141946|12477380|12727196|15133083;DB00127;Q9NWM0
558;product of;unknown;target;10698696|10712236|11160858|11408092|11413269|21413019;DB00127;P11926
559;nan;unknown;target;17041782;DB00127;P41180
560;nan;unknown;target;20885010;DB00127;P08588
561;nan;unknown;target;20885010;DB00127;P07550
562;inhibitor;unknown;enzyme;1663062;DB00127;P47989
563;substrate;unknown;enzyme;10978316|11114236|11166157|11171097|11709547|10986239;DB00127;P21673
564;substrate;unknown;enzyme;12803540|15283699|17011643|10986239;DB00127;Q96F10
565;inhibitor;unknown;transporter;10215651;DB00127;Q9H015
566;substrate;unknown;transporter;8955087|26405039;DB00127;O15245
567;nan;unknown;target;10592235;DB00128;P07998
568;nan;unknown;target;10592235;DB00128;P61626
569;nan;unknown;target;17213189|17591776|17237342|17354380|17228780;DB00128;Q9UJS0
570;nan;unknown;target;17545671|17168267|17442055|17244260|17328883;DB00128;P17174
571;nan;unknown;target;17254025|17194761|17177147|17219235|17275978;DB00128;P45381
572;substrate;unknown;target;27251594;DB00128;P08243
573;nan;unknown;target;17139284|17016423|17869551|2791302|15588718;DB00128;P00966
574;nan;unknown;target;17139284|17016423|1284246;DB00128;Q03154
575;nan;unknown;target;4404056|823072|261660|10592235;DB00128;P00505
576;nan;unknown;target;17151801|17213189|17497669|17237342;DB00128;O75746
577;nan;unknown;target;17139284|17016423|6785382|403177;DB00128;Q12797
578;substrate;unknown;target;15641804|1842094|4772278;DB00128;P22234
579;nan;unknown;target;17389249|17535962|17346885|17663137;DB00128;P43005
580;nan;unknown;target;17139284|17016423|10562565|16597625|8313877;DB00128;Q6PI48
581;nan;unknown;target;31353561|26672444|21854356;DB00128;Q7L266
582;substrate;unknown;enzyme;24332717;DB00128;P27708
583;inhibitor;unknown;transporter;11278508;DB00128;Q8TF71
584;nan;unknown;target;15616821|16179747|17197567;DB00129;P04181
585;nan;unknown;target;12399499|12679340|15766270|16585758;DB00129;P00480
586;nan;unknown;target;11971019|12135320|12446178|12589193|12679340;DB00129;P05089
587;nan;unknown;target;16916800|16354653|15009201;DB00129;P54368
588;nan;unknown;target;15491978|17065601|16703566|17197568;DB00129;P30825
589;nan;unknown;target;16703566|17065601|12679322;DB00129;P52569
590;nan;unknown;target;12948741|11997094|16940241;DB00129;Q9BXI2
591;nan;unknown;target;12874210|14871882|15539552|15548540|15753084;DB00129;P78540
592;nan;unknown;target;14759633|16940241;DB00129;Q9Y619
593;nan;unknown;target;17139284|17016423|7173402|11691635|5335895;DB00129;P50440
594;antagonist|substrate;unknown;target;16427816|17137369|17331943|24870241;DB00130;P17812
595;substrate;unknown;target;10387030;DB00130;Q06203
596;product of;unknown;target;16326016|16382338|16484281|16530878|16547651;DB00130;P15104
597;substrate;unknown;enzyme;9603949|2913946|3390446;DB00130;P00488
598;substrate;unknown;enzyme;16641247;DB00130;O94925
599;substrate;unknown;enzyme;17078002|17159152|16142895|16263711|17267261;DB00130;Q9UI32
600;substrate;unknown;enzyme;16987813|17075129;DB00130;P21980
601;substrate;unknown;enzyme;15038793;DB00130;O43548
602;substrate;unknown;enzyme;32061735;DB00130;O95932
603;substrate;unknown;enzyme;17024410;DB00130;P22735
604;substrate;unknown;enzyme;239698|849457|1361314;DB00130;P49221
605;substrate;unknown;enzyme;11093806|7733658|14508061;DB00130;Q08188
606;substrate;unknown;enzyme;32061735;DB00130;Q96PF1
607;substrate;unknown;enzyme;17159152|16142895|17408246|16809541;DB00130;P49915
608;substrate;unknown;enzyme;17397190|16164412|17329242|16870293|16931516;DB00130;P08243
609;substrate;unknown;enzyme;17112493;DB00130;Q16773
610;substrate;unknown;enzyme;2347042|3345200;DB00130;O15067
611;substrate;unknown;enzyme;19805282;DB00130;O75879
612;substrate;unknown;enzyme;15133036|15181156|11679416;DB00130;O94808
613;substrate;unknown;enzyme;28552578;DB00130;P27708
614;substrate;unknown;enzyme;16954203;DB00130;Q6IA69
615;substrate;unknown;transporter;11533296;DB00130;Q9H2H9
616;substrate;unknown;transporter;11533296;DB00130;Q96QD8
617;substrate;unknown;transporter;16249471|16517023|17561393|11533296;DB00130;Q99624
618;substrate;unknown;transporter;16197915|16516348|17046712|17094966|17127344|11533296;DB00130;Q15758
619;substrate;unknown;transporter;11533296;DB00130;Q9UN76
620;substrate;unknown;transporter;11533296;DB00130;Q9UM01
621;substrate;unknown;transporter;11533296;DB00130;Q92536
622;substrate;unknown;transporter;11533296;DB00130;Q01650
623;substrate;unknown;transporter;16249471|16308696|17273864|17504263|16785209|11533296;DB00130;Q9UHI5
624;substrate;unknown;transporter;11533296;DB00130;P82251
625;inhibitor;unknown;transporter;11278508;DB00130;Q8TF71
626;activator;unknown;target;16879221|17083486|17122581|17300755|17324065;DB00131;P16220
627;product of;unknown;target;17333137|16843095|17088426;DB00131;Q07343
628;activator;unknown;target;16513051|16518831|16620308|16634986|16642960;DB00131;Q9Y478
629;product of;unknown;target;17337452|17158446|17217311;DB00131;P49773
630;product of;unknown;target;17088426;DB00131;Q08499
631;product of;unknown;target;17350930|17303131|16981708|17497934;DB00131;Q9NR19
632;activator;unknown;target;17167165;DB00131;Q13131
633;product of;unknown;target;16895552|17229090|11752352;DB00131;Q08828
634;product of;unknown;target;16981708|17350930;DB00131;P33121
635;antagonist;unknown;target;7809062|18650089;DB00131;P09467
636;product of;unknown;target;18560757|17065073;DB00131;P55263
637;substrate;unknown;enzyme;16497164|16646524;DB00131;P23109
638;substrate;unknown;enzyme;17199504;DB00131;P07741
639;ligand;yes;target;16988497|8673626|11518758|8487621|10765977;DB00132;O60427
640;ligand;yes;target;17409318|16988497|17284757|15481543|12713571|21210105;DB00132;O95864
641;nan;unknown;target;17139284|17016423|17059813;DB00132;P32418
642;inhibitor;yes;target;17038422;DB00132;Q8NER1
643;nan;unknown;target;10403814|16731579;DB00132;Q07869
644;agonist;unknown;target;21658928;DB00132;Q96RI1
645;nan;unknown;target;16731579;DB00132;Q03181
646;nan;unknown;target;16731579;DB00132;P37231
647;nan;unknown;target;16731579;DB00132;P19793
648;substrate;unknown;target;30507367;DB00132;Q9NXB9
649;substrate;unknown;target;30507367;DB00132;Q9NYP7
650;nan;unknown;carrier;10854433;DB00132;O15540
