interaction_id;actions;known_action;interaction_type;pubmed_ids;drug_bankID_id;uniprot_ID_id
1501;substrate|inhibitor;unknown;transporter;19785645|21103967|18509328;DB00199;Q9NPD5
1502;substrate|inhibitor;no;transporter;24014644|24154606|21480339;DB00199;O95342
1503;substrate|inhibitor;no;transporter;9822896|10783825|10817732|21864659;DB00199;P08183
1504;substrate|inhibitor;no;transporter;15286055|19785645|21103967|18509328|22990751;DB00199;Q9Y6L6
1505;substrate;unknown;transporter;21451505|23633119|21864659;DB00199;Q92887
1506;substrate|inhibitor;unknown;transporter;18509328|19741038;DB00199;P46721
1507;cofactor;yes;target;1744096|9587031|18565|7599160|3812589;DB00200;Q99707
1508;cofactor;yes;target;36882|11955068|8741039|18565|7599160|11752352;DB00200;P22033
1509;other/unknown;unknown;target;20301409;DB00200;Q8IVH4
1510;other;unknown;target;844253|6726060;DB00200;P20061
1511;other;unknown;target;17139284|17016423|14585166;DB00200;Q9BXJ7
1512;other;unknown;target;17139284|17016423|14585166;DB00200;O60494
1513;other/unknown;unknown;target;17139284|17016423|16311595;DB00200;Q9Y4U1
1514;substrate;unknown;carrier;8415778|5126165|5488577|3338997|8487649|14585166;DB00200;P20062
1515;antagonist;yes;target;16702031|17372967|17126319|17162470|17085856;DB00201;P30542
1516;inhibitor;unknown;target;17139284|17016423|17514358;DB00201;Q07343
1517;antagonist;yes;target;17558310|17577101|17616786|11752352;DB00201;P29274
1518;nan;unknown;target;17514358;DB00201;P21817
1519;inhibitor;unknown;target;12145276;DB00201;P78527
1520;inhibitor;unknown;target;12145276;DB00201;O00329
1521;inhibitor;unknown;target;12145276;DB00201;P42336
1522;inhibitor;unknown;target;12145276;DB00201;P42338
1523;inhibitor;unknown;target;10485486|10531013;DB00201;Q13315
1524;antagonist;yes;target;20164566;DB00201;P29275
1525;antagonist;yes;target;20164566;DB00201;P0DMS8
1526;substrate|inhibitor;unknown;enzyme;8846619|19515014|9492382|14616429|1302044;DB00201;P05177
1527;substrate;unknown;enzyme;17652830;DB00201;P08684
1528;substrate;no;enzyme;17222385|9156694|1302044;DB00201;P05181
1529;substrate;unknown;enzyme;22293536|18619574|19211970;DB00201;P10632
1530;substrate;unknown;enzyme;19515014|23679834|18619574;DB00201;P11712
1531;inhibitor;unknown;enzyme;8474022;DB00201;P04798
1532;substrate;unknown;enzyme;9152602;DB00201;Q16678
1533;substrate;unknown;enzyme;8857078|9617978;DB00201;P10635
1534;inhibitor;unknown;transporter;22113078;DB00201;Q9UNQ0
1535;agonist;unknown;target;9523819;DB00202;P20309
1536;substrate;no;enzyme;26398623;DB00202;P06276
1537;inhibitor;yes;target;12614192|11752352|12414329|12477710|12554648|16735511|17959709|12567500|17979301;DB00203;O76074
1538;inhibitor;no;target;16815627;DB00203;P18545
1539;inhibitor;no;target;16815627;DB00203;Q13956
1540;substrate;unknown;enzyme;18308836|19515014|11298070|11996015;DB00203;P08684
1541;substrate;unknown;enzyme;18308836;DB00203;P20815
1542;substrate;unknown;enzyme;nan;DB00203;P24462
1543;substrate|inhibitor;unknown;enzyme;19515014|11298070;DB00203;P11712
1544;substrate|inhibitor;unknown;enzyme;10725306|11298070;DB00203;P33261
1545;substrate;unknown;enzyme;19515014|10725306;DB00203;P10635
1546;substrate|inhibitor;unknown;enzyme;27800121;DB00203;P05181
1547;inhibitor;unknown;transporter;12036927|12695538;DB00203;O15439
1548;inhibitor;unknown;transporter;10893247|12695538;DB00203;O15440
1549;inhibitor;unknown;transporter;12527806;DB00203;Q5T3U5
1550;inhibitor;unknown;transporter;19785645;DB00203;Q9Y6L6
1551;substrate|inhibitor;unknown;transporter;21402712|28769012|23422148|22775210;DB00203;P08183
1552;inhibitor;yes;target;10648647|10712445|11166283|11698075|11723241|11752352|9486667|15548764;DB00204;Q12809
1553;inhibitor;yes;target;17139284|17016423|17187453;DB00204;O95069
1554;inhibitor;yes;target;8700146;DB00204;Q14500
1555;substrate;unknown;enzyme;8801060|12688833;DB00204;P08684
1556;substrate;no;transporter;nan;DB00204;O15244
1557;inhibitor;yes;target;12951104|9380737|9108546|11752352;DB00205;P00374
1558;nan;unknown;target;21265544;DB00205;P07686
1559;inhibitor;unknown;enzyme;26721703;DB00205;P10632
1560;inhibitor;no;transporter;26381793|21544077|27092232;DB00205;Q96FL8
1561;inhibitor;no;transporter;26381793|21544077|27092232;DB00205;Q86VL8
1562;inhibitor;yes;target;17139284|17016423|17559790|8525459|1438304|20176067|11752352;DB00206;Q05940
1563;inhibitor;unknown;target;21712771;DB00206;P54219
1564;nan;unknown;target;17968851;DB00206;O15392
1565;inducer;unknown;enzyme;8632764;DB00206;P20815
1566;substrate|inhibitor|inducer;unknown;transporter;11297522|8632764|11716514|11961113|12134945|12636153|14985103|12235267|11602674;DB00206;P08183
1567;inhibitor;unknown;transporter;7990927|9776363;DB00206;O15245
1568;inhibitor;unknown;transporter;12739759|10617675;DB00206;O95342
1569;inhibitor;unknown;transporter;12134946;DB00206;Q92887
1570;substrate;unknown;transporter;9812985;DB00206;O15244
1571;inhibitor;unknown;transporter;22541068;DB00206;Q9Y6L6
1572;inhibitor;unknown;transporter;22541068;DB00206;O94956
1573;inhibitor;unknown;target;17964793;DB00207;Q9UM07
1574;substrate|inhibitor;unknown;enzyme;28146011|18043468;DB00207;P08684
1575;substrate|inhibitor;unknown;transporter;11743742|14744620|14982769|26648627;DB00207;P08183
1576;substrate|inhibitor;unknown;transporter;14982769|14744620|16377671|28146011;DB00207;Q92887
1577;antagonist;yes;target;11454254|15816504|15955565|17110146|11752352;DB00208;Q9H244
1578;substrate|inhibitor;unknown;enzyme;19515014|14563790|9390115|10613611|11372587|10233213|21156812;DB00208;P33261
1579;substrate|inhibitor;unknown;enzyme;19515014|10759690|28496987;DB00208;P10635
1580;substrate;unknown;enzyme;19515014;DB00208;P05164
1581;inhibitor;unknown;enzyme;11372587|9390115|21666702;DB00208;P11712
1582;inhibitor;unknown;enzyme;26721703;DB00208;P10632
1583;inhibitor;unknown;enzyme;14563790|17403206|11996015|10759690;DB00208;P05177
1584;inhibitor;unknown;enzyme;17101742|14563790;DB00208;P20813
1585;inhibitor;unknown;enzyme;10759690;DB00208;P05181
1586;antagonist;unknown;target;15482001;DB00209;P11229
1587;nan;unknown;target;17637888;DB00209;P20309
1588;inhibitor;unknown;enzyme;10628907;DB00209;P10635
1589;agonist;yes;target;9204085|19929446|31273085|10651997;DB00210;P10826
1590;agonist;yes;target;9204085|19929446|31273085|10651997;DB00210;P13631
1591;agonist;yes;target;9204085|19929446|31273085|10651997;DB00210;P28702
1592;agonist;yes;target;9204085|19929446|31273085|10651997;DB00210;P48443
1593;agonist;yes;target;9204085|19929446|31273085|10651997;DB00210;P19793
1594;antagonist;yes;target;26947815|15727806;DB00210;P05412
1595;antagonist;yes;target;17518990|26947815;DB00210;O60603
1596;nan;unknown;target;9204085|19929446|31273085|10651997;DB00210;P10276
1597;inhibitor;unknown;target;31605927;DB00210;P17174
1598;agonist;yes;target;12163120|9007522|15163201;DB00211;P35348
1599;agonist;yes;target;15163201;DB00211;P35368
1600;agonist;unknown;target;12238918;DB00211;P25100
1601;substrate;unknown;enzyme;16670408;DB00211;P10635
1602;nan;unknown;transporter;16597710;DB00211;P46059
1603;inhibitor;yes;target;10583449|7769797|7994817|8206619|8319997|11752352;DB00212;P00797
1604;inhibitor;yes;target;19938880|12487624|18433349;DB00213;P20648
1605;inhibitor;no;target;23825361|28588208;DB00213;O94760
1606;substrate|inhibitor;unknown;enzyme;21795468|9165689|23745048|29620484;DB00213;P33261
1607;substrate;unknown;enzyme;9165689;DB00213;P08684
1608;substrate|inhibitor;unknown;transporter;11770010|24550106|18449471|23749551;DB00213;P08183
1609;substrate|inhibitor;unknown;transporter;15313923|19076159|19541926;DB00213;Q9UNQ0
1610;inhibitor;unknown;transporter;19139163|25239859;DB00213;Q8TCC7
1611;inhibitor;yes;target;11752352|17460608|10406837;DB00214;Q13621
1612;inhibitor;yes;target;11752352|8732438|1632943;DB00214;P55011
1613;substrate;unknown;carrier;9474471;DB00214;P02768
1614;substrate;unknown;enzyme;10803683|15304522|11136296;DB00214;P10632
1615;substrate|inhibitor;unknown;enzyme;19515014|10803683;DB00214;P11712
1616;substrate;no;transporter;nan;DB00214;Q9Y6L6
1617;inhibitor;yes;target;21546862|27049939;DB00215;P31645
1618;binder;no;target;17916059;DB00215;P35367
1619;substrate|inhibitor;unknown;enzyme;11532381|10774624|19515014|9890159|21546862;DB00215;P08684
1620;substrate|inhibitor;unknown;enzyme;11532381|10774624|19515014|9890159|10494454|10575324;DB00215;P33261
1621;substrate|inhibitor;unknown;enzyme;8968657;DB00215;P10635
1622;inhibitor;unknown;enzyme;10494454;DB00215;P05177
1623;substrate|inhibitor;unknown;transporter;12649369|18215618|12650738;DB00215;P08183
1624;agonist;yes;target;11752352|10193663|15821444|11513839|12498013|11152011;DB00216;P28221
1625;agonist;yes;target;10193663|11050304|11069595|11513839|12384251|11752352;DB00216;P28222
1626;agonist;yes;target;10193663|11834243|15185063;DB00216;P30939
1627;agonist;unknown;target;11513839;DB00216;P08908
1628;substrate;unknown;enzyme;19515014|12814962;DB00216;P08684
1629;substrate;unknown;enzyme;12814962|29497279;DB00216;P10635
1630;substrate;unknown;enzyme;19515014|27582896;DB00216;P11712
1631;substrate;unknown;enzyme;19515014;DB00216;P33261
1632;inducer;unknown;enzyme;10611140;DB00216;P11509
1633;substrate;unknown;enzyme;19515014;DB00216;P23219
1634;substrate;unknown;transporter;12814962|11480267;DB00216;P08183
1635;inhibitor;yes;target;3167688|2157221;DB00217;P48048
1636;inhibitor;unknown;target;11752352|20596674|20802486;DB00218;P11388
1637;inhibitor;no;enzyme;19590965;DB00218;P05177
1638;antagonist;yes;target;17139284|17016423|3580704|11752352;DB00219;P11229
1639;nan;unknown;carrier;15814459|16336266;DB00220;P02768
1640;substrate|inhibitor;unknown;enzyme;19515014|9660842|11709322|16433896;DB00220;P08684
1641;inhibitor;unknown;enzyme;16433896;DB00220;P24462
1642;inhibitor;unknown;enzyme;16433896;DB00220;P20815
1643;inhibitor;unknown;enzyme;11159797|18602099|11996015|17101742;DB00220;P20813
1644;substrate|inducer;unknown;enzyme;19515014|25752914|17639026;DB00220;P33261
1645;inducer;no;enzyme;nan;DB00220;P22309
1646;inducer;no;enzyme;21930825|19196837;DB00220;P11712
1647;inhibitor;unknown;enzyme;9758674|9660842;DB00220;P10635
1648;substrate|inhibitor|inducer;unknown;transporter;10894301|10820137|12699389|9435299;DB00220;P08183
1649;inhibitor;unknown;transporter;10681378|22875535;DB00220;O15245
1650;inhibitor;unknown;transporter;10421612;DB00220;P46721
1651;inhibitor;unknown;transporter;15007102;DB00220;Q9UNQ0
1652;inhibitor;unknown;transporter;12490595;DB00220;Q9Y6L6
1653;inhibitor;unknown;transporter;22541068;DB00220;Q9NPD5
1654;inhibitor;unknown;transporter;22541068;DB00220;O94956
1655;substrate;no;transporter;24014644;DB00220;O95342
1656;agonist;yes;target;17157779|17628611|15917856|16973691|17329986;DB00221;P08588
1657;agonist;unknown;target;21948594;DB00221;P07550
1658;inhibitor;yes;target;11325810|12086984|12703060;DB00222;Q14654
1659;inhibitor;yes;target;17139284|17016423|12475777|12703060;DB00222;P48048
1660;inducer;yes;target;8172912|8911984|8529521;DB00222;Q09428
1661;substrate;unknown;enzyme;19515014;DB00222;P11712
1662;substrate;no;transporter;24014644;DB00222;O95342
1663;agonist;yes;target;15764038;DB00223;P04150
1664;substrate|inhibitor;unknown;enzyme;19515014|9486958|16842395;DB00224;P08684
1665;inhibitor;unknown;enzyme;16433896;DB00224;P24462
1666;substrate|inhibitor;unknown;enzyme;16433896|9616191;DB00224;P20815
1667;inhibitor;unknown;enzyme;9758674;DB00224;P10635
1668;inhibitor;unknown;enzyme;16166450;DB00224;P22309
1669;substrate|inhibitor|inducer;unknown;transporter;10894301|10820137|11602674|11181899|9435299|10604964;DB00224;P08183
1670;inhibitor;unknown;transporter;10681378;DB00224;O15245
1671;inhibitor;unknown;transporter;12218384;DB00224;P33527
1672;inhibitor;unknown;transporter;10421612;DB00224;P46721
1673;inhibitor;unknown;transporter;12490595;DB00224;Q9Y6L6
1674;substrate;unknown;transporter;12441801;DB00224;Q92887
1675;inhibitor;unknown;transporter;20102298;DB00224;O94956
1676;substrate;no;transporter;24014644;DB00224;O95342
1677;partial agonist;yes;target;17139284|17016423|6850722|3896742|6351026;DB00226;P23975
1678;inhibitor;yes;target;12172803|12204108|12214063|12369143|12405293|11752352|19249983|12082550;DB00227;P04035
1679;inhibitor;unknown;target;10493852|11385505|15822172;DB00227;P20701
1680;inhibitor;no;target;18381445|30266498|30216432;DB00227;Q92769
1681;substrate;no;carrier;9160173;DB00227;P02768
1682;substrate|inhibitor;unknown;enzyme;11996015|21189658|27757045|18563955;DB00227;P08684
1683;substrate;unknown;enzyme;10931838;DB00227;Q15166
1684;substrate;unknown;enzyme;15998357|15601807|27757045|18563955;DB00227;P10632
1685;substrate;no;enzyme;27757045;DB00227;P22309
1686;substrate;unknown;enzyme;27757045;DB00227;P35503
1687;substrate;unknown;enzyme;11950779|27757045;DB00227;P16662
1688;substrate;unknown;enzyme;27757045;DB00227;P33261
1689;inhibitor;unknown;transporter;11474784|11716514|10213372|20012601|18563955;DB00227;P08183
1690;inhibitor;unknown;transporter;10421612|10601278;DB00227;P46721
1691;substrate|inhibitor;unknown;transporter;10601278|15716364|24989890|26020121|27967318|30250148;DB00227;Q9Y6L6
1692;substrate;unknown;transporter;23562342|27757045;DB00227;Q92887
1693;substrate;no;transporter;24014644;DB00227;O95342
1694;nan;unknown;transporter;27757045;DB00227;O94956
1695;nan;unknown;transporter;27757045;DB00227;Q9NPD5
1696;inhibitor;unknown;target;7873420|8214757;DB00228;P98194
1697;inhibitor|stimulator;unknown;target;8214757|1533495;DB00228;O14983
1698;potentiator;yes;target;25807016|10683198|16973644;DB00228;P23415
1699;binder;unknown;carrier;15791110|15449957|6721962;DB00228;P02768
1700;substrate;unknown;enzyme;8689955|8162670|8989020;DB00228;P05181
1701;substrate|inhibitor;unknown;transporter;15618660|19953504;DB00229;Q4U2R8
1702;substrate|inhibitor;unknown;transporter;19953504;DB00229;Q8TCC7
1703;nan;yes;target;24533015;DB00230;P54289
1704;other;unknown;transporter;22511482;DB00230;P43005
1705;substrate;no;transporter;30374619;DB00230;Q01650
1706;substrate;unknown;enzyme;10359672;DB00231;P08684
1707;substrate;unknown;enzyme;8948091;DB00231;P20813
1708;substrate;unknown;enzyme;11996015;DB00231;P11712
1709;inhibitor;yes;target;17139284|17016423|11752352;DB00232;Q13621
1710;inhibitor;unknown;target;10713865|9546276|19119014;DB00232;P00915
1711;inhibitor;unknown;target;1901209|2226620|19119014;DB00232;P00918
1712;inhibitor;unknown;target;10713865|19119014;DB00232;P22748
1713;inhibitor;unknown;target;14742690|12463455|16855178|12208114|9256165;DB00233;P35354
1714;inhibitor;unknown;target;11151876|12950415|11054378;DB00233;O15111
1715;inhibitor;unknown;target;2882965|6428914|6131674;DB00233;P09917
1716;unknown;unknown;target;10592235;DB00233;Q9NZK7
1717;inhibitor;unknown;enzyme;2563347|16614956;DB00233;P05164
1718;inhibitor;yes;target;12388649|12623106|15878511|16633143|16893531|11249515;DB00234;P23975
1719;substrate|inhibitor;unknown;enzyme;17256449|11192474;DB00234;P08684
1720;inhibitor;unknown;enzyme;10534319|17256449;DB00234;P10635
1721;inhibitor;unknown;transporter;12649369;DB00234;P08183
1722;inhibitor;yes;target;10511123|10859452|12135876|12181427|12652111|11752352|6177950;DB00235;Q14432
1723;antagonist;unknown;target;10487207|11264449;DB00237;P42261
1724;antagonist;unknown;target;11264449|10487207;DB00237;P42262
1725;antagonist;unknown;target;11264449|10487207;DB00237;P42263
1726;antagonist;unknown;target;11264449|10487207;DB00237;P48058
1727;antagonist;unknown;target;11264449|10487207;DB00237;P39086
1728;antagonist;unknown;target;11264449|10487207;DB00237;Q13002
1729;antagonist;unknown;target;11264449|10487207;DB00237;Q13003
1730;antagonist;unknown;target;11264449|10487207;DB00237;Q16099
1731;binder;unknown;carrier;13175102;DB00237;P02768
1732;inhibitor;unknown;transporter;10227851;DB00237;P11166
1733;nan;unknown;carrier;15814459|16336266;DB00238;P02768
1734;substrate|inducer;unknown;enzyme;19515014|26247717|27709010;DB00238;P20813
1735;substrate|inducer;unknown;enzyme;19515014|12405866|16842395;DB00238;P08684
1736;substrate;unknown;enzyme;19515014;DB00238;P20815
1737;inducer;unknown;enzyme;19196837|26036354;DB00238;P11712
1738;substrate;unknown;enzyme;19515014|19364830;DB00238;P11509
1739;substrate|inhibitor;unknown;enzyme;11225565|22354160|19364830;DB00238;P10635
1740;inhibitor;unknown;enzyme;11225565|26348712;DB00238;P05177
1741;substrate;unknown;enzyme;17178770;DB00238;P24462
1742;inhibitor;unknown;transporter;25914645;DB00238;O15245
1743;partial agonist;unknown;target;17998298;DB00239;O75469
1744;inducer;unknown;enzyme;17998298;DB00239;P08684
1745;substrate;unknown;enzyme;21177487;DB00239;P33261
1746;agonist;yes;target;20920967|9891987;DB00240;P04150
1747;binder;unknown;carrier;17139284|17016423|11752352;DB00240;P08185
1748;substrate;no;enzyme;nan;DB00240;P08684
1749;potentiator;yes;target;14579514|10209232|10487207|11264449|11279945|11752352|17139284|17016423;DB00241;P14867
1750;potentiator;yes;target;11264449|10209232;DB00241;P47869
1751;potentiator;yes;target;11264449|10209232;DB00241;P34903
1752;potentiator;yes;target;10209232;DB00241;P48169
1753;potentiator;yes;target;11264449|10209232;DB00241;P31644
1754;potentiator;yes;target;10209232|11264449;DB00241;Q16445
1755;antagonist;unknown;target;11264449|16248797|10487207;DB00241;P43681
1756;antagonist;unknown;target;11264449|16248797|10487207;DB00241;P36544
1757;antagonist;unknown;target;11264449|10487207;DB00241;P42262
1758;antagonist;unknown;target;11264449|10487207;DB00241;Q13002
1759;inhibitor;yes;target;19715446|17852710|19576186|16316309|9923554;DB00242;P23921
1760;inhibitor;yes;target;19715446|17852710|19576186|16316309|9923554;DB00242;P31350
1761;inhibitor;yes;target;19715446|17852710|19576186|16316309|9923554;DB00242;Q7LG56
1762;inhibitor;yes;target;19576186|16316309|9923554|14722255;DB00242;P09884
1763;inhibitor;yes;target;19576186;DB00242;Q07864
1764;inhibitor;yes;target;19576186;DB00242;P56282
1765;inhibitor;yes;target;19576186;DB00242;Q9NRF9
1766;inhibitor;yes;target;19576186;DB00242;Q9NR33
1767;inducer;yes;target;8521855|10444166|10500836|3260648|6808516;DB00242;P00491
1768;substrate;unknown;enzyme;20689698|20634380|17852710|19715446|19576186|19463072;DB00242;P27707
1769;substrate;unknown;transporter;18765824;DB00242;Q9UNQ0
1770;nan;unknown;transporter;15738947;DB00242;Q9HAS3
1771;antagonist;no;target;26979079|21633249|11330341;DB00243;P08588
1772;binder;no;carrier;16717165;DB00243;P02763
1773;substrate|inhibitor;no;enzyme;26979079|25028555;DB00243;P08684
1774;substrate|inhibitor;no;enzyme;26979079|25028555;DB00243;P10635
1775;substrate;no;transporter;24014644;DB00243;O95342
1776;substrate|inhibitor;no;transporter;26459200|29939605|25028555|25769815;DB00243;P08183
1777;inhibitor;unknown;transporter;nan;DB00243;Q96FL8
1778;inhibitor;unknown;transporter;nan;DB00243;Q86VL8
1779;inhibitor;yes;target;14742690|12463455|16855178|12208114|9256165;DB00244;P35354
1780;inhibitor;yes;target;12950415|11752352;DB00244;P23219
1781;inhibitor;yes;target;2882965|6428914|6131674;DB00244;P09917
1782;agonist;yes;target;15824083|18544567|18077625|16939423;DB00244;P37231
1783;inhibitor;unknown;target;11151876|12950415|11054378;DB00244;O15111
1784;inhibitor;unknown;target;11151876|12950415|11054378;DB00244;O14920
1785;nan;unknown;target;17503181;DB00244;P05164
1786;substrate;unknown;enzyme;nan;DB00244;P18440
1787;antagonist;yes;target;17016423|17139284|11752352;DB00245;P11229
1788;inhibitor;yes;target;11349389|16460947|11395483|11277529|10230713|11728190;DB00245;Q01959
1789;antagonist;unknown;target;16460947;DB00245;P35367
1790;inhibitor;no;target;17897630;DB00245;P31645
1791;inhibitor;no;target;17897630;DB00245;P23975
1792;binder;no;carrier;nan;DB00245;P02768
1793;antagonist;yes;target;11873706|15726024|7562537|14728084|17848919;DB00246;P14416
1794;antagonist;unknown;target;17848919;DB00246;P21728
1795;antagonist;unknown;target;17848919;DB00246;P21918
1796;antagonist;yes;target;11509214|12445705|12530423|15121646|17450180|14728084|17848919;DB00246;P28223
1797;antagonist;unknown;target;17139284|17016423|17848919;DB00246;P35462
1798;antagonist;unknown;target;17139284|17016423|17848919;DB00246;P21917
1799;agonist;yes;target;10516958|10924666|11132243|11910268|12923612|14728084|11513838|14638642;DB00246;P08908
1800;antagonist;unknown;target;17848919|11513838;DB00246;P28222
1801;antagonist;yes;target;14728084|11910268|7562537|11132243|10516958|14638642;DB00246;P28221
1802;antagonist;unknown;target;17848919;DB00246;P28566
1803;antagonist;yes;target;14728084|11103883|7562537|11132243|16918396|14638642;DB00246;P28335
1804;antagonist;unknown;target;17848919;DB00246;P50406
1805;antagonist;unknown;target;17848919;DB00246;P34969
1806;antagonist;unknown;target;11132243|17848919;DB00246;P35367
1807;antagonist;unknown;target;20075651|17848919;DB00246;P35348
1808;antagonist;unknown;target;17848919;DB00246;P35368
1809;antagonist;unknown;target;17848919;DB00246;P08913
1810;antagonist;unknown;target;17848919;DB00246;P18089
1811;antagonist;unknown;target;17848919;DB00246;P18825
1812;antagonist;unknown;target;17848919;DB00246;P11229
1813;antagonist;unknown;target;17848919;DB00246;P20309
1814;antagonist;unknown;target;17848919;DB00246;P08173
1815;antagonist;unknown;target;17848919;DB00246;P08912
1816;antagonist;unknown;target;17848919|14965244;DB00246;P47898
1817;nan;unknown;carrier;31400341;DB00246;P02768
1818;nan;unknown;carrier;28539955;DB00246;P02763
1819;substrate;unknown;enzyme;10771452|12670127|12826984;DB00246;P08684
1820;substrate;no;enzyme;17214606;DB00246;Q06278
1821;nan;unknown;transporter;28539955;DB00246;P08183
1822;antagonist;yes;target;8743744;DB00247;P41595
1823;antagonist;yes;target;11752352|12555241;DB00247;P28335
1824;antagonist;yes;target;10080233|10455282|11061982|11704657|11720080;DB00247;P28223
1825;agonist;yes;target;11049861|14501155|14517765|14581123|1838579;DB00247;P08908
1826;antagonist;yes;target;14501155;DB00247;P34969
1827;binder;unknown;target;1738111;DB00247;P28222
1828;binder;unknown;target;8380639;DB00247;P30939
1829;binder;unknown;target;8380639;DB00247;P28566
1830;substrate;no;enzyme;nan;DB00247;P08684
1831;agonist;yes;target;11752352|12464354|12008749|12721865|15341508|8951172|11436517|18303487;DB00248;P14416
1832;agonist;unknown;target;18691132|10641988|20426763|18992242|19570945;DB00248;P41595
1833;agonist;unknown;target;18691132|10641988|18992242;DB00248;P35462
1834;agonist;unknown;target;18691132|10641988|20426763|18992242;DB00248;P28223
1835;antagonist;unknown;target;18691132|10641988|18992242|12388667;DB00248;P18089
1836;agonist;unknown;target;18691132|10641988;DB00248;P28221
1837;agonist;unknown;target;18691132|12388667;DB00248;P21917
1838;antagonist;unknown;target;18691132|10641988|12388667;DB00248;P08913
1839;agonist;unknown;target;18691132|10641988|18992242;DB00248;P08908
1840;antagonist;unknown;target;18691132|10641988|12388667;DB00248;P18825
1841;agonist;unknown;target;18691132|16982285|11436517;DB00248;P21918
1842;agonist;unknown;target;18691132|10641988|16982285|11436517;DB00248;P21728
1843;agonist;unknown;target;18691132|10641988;DB00248;P28222
1844;agonist;unknown;target;18691132|10641988|20426763|18992242;DB00248;P28335
1845;antagonist;unknown;target;18992242;DB00248;P34969
1846;binder;unknown;target;12388666;DB00248;P35348
1847;binder;unknown;target;12388666;DB00248;P35368
1848;binder;unknown;target;12388666;DB00248;P25100
1849;binder;unknown;target;12388666;DB00248;P08588
1850;binder;unknown;target;12388666;DB00248;P07550
1851;substrate;unknown;enzyme;18691132|16410677;DB00248;P08684
1852;substrate;no;transporter;22672924;DB00248;P08183
1853;substrate;unknown;enzyme;nan;DB00250;P20815
1854;substrate;unknown;enzyme;10490933|7586950;DB00250;P08684
1855;substrate;unknown;enzyme;19515014;DB00250;P31513
1856;substrate;unknown;enzyme;19515014;DB00250;P23219
1857;substrate;unknown;enzyme;19515014;DB00250;P35354
1858;substrate;unknown;enzyme;19515014|17286541|10901692;DB00250;P10632
1859;substrate;unknown;enzyme;19998329|21422237;DB00250;P33261
1860;substrate;unknown;enzyme;19515014;DB00250;P11245
1861;substrate|inducer;unknown;enzyme;19515014|12386124|11408370;DB00250;P11712
1862;substrate;unknown;enzyme;nan;DB00250;P24462
1863;substrate;unknown;enzyme;7586950;DB00250;P05181
1864;substrate;unknown;enzyme;19515014;DB00250;P05164
1865;substrate;unknown;enzyme;10901692;DB00250;P33260
1866;inhibitor;yes;target;150666|15001403|22678159;DB00252;Q14524
1867;inhibitor;yes;target;15805193|17001291|20298965;DB00252;P35498
1868;nan;unknown;target;14977870|15039302;DB00252;O75469
1869;nan;unknown;target;15922564;DB00252;Q07699
1870;nan;unknown;target;15922564|15805193;DB00252;Q9NY46
1871;inhibitor;yes;target;22678159;DB00252;Q12809
1872;inhibitor;yes;target;15805193;DB00252;Q99250
1873;inhibitor;yes;target;15805193;DB00252;Q9UQD0
1874;nan;unknown;carrier;15282104|16621742|22479078;DB00252;P02768
1875;substrate;no;carrier;22216527;DB00252;P05543
1876;substrate|inhibitor|inducer;no;enzyme;8806399|15805193|11038165|17708140|11434505|21358975;DB00252;P11712
1877;substrate|inducer;no;enzyme;8806399|11038165|11372587;DB00252;P33261
1878;substrate|inducer;no;enzyme;11996015|26721703|15933212;DB00252;P10632
1879;substrate|inducer;no;enzyme;22569204;DB00252;P20813
1880;substrate|inducer;no;enzyme;18783297|18473749|14616412|18043468|29649093|21358975;DB00252;P08684
1881;substrate|inducer;no;enzyme;12673034|22569204;DB00252;P20815
1882;substrate|inducer;no;enzyme;12673034|22569204;DB00252;P24462
1883;inhibitor;no;enzyme;2519258;DB00252;P15538
1884;substrate|inducer;no;enzyme;22569204|27413119;DB00252;P22309
1885;substrate|inhibitor;no;enzyme;15933229|22569204;DB00252;P19224
1886;substrate|inhibitor;no;enzyme;15933229|22569204|15855726;DB00252;O60656
1887;inducer;no;enzyme;21358975;DB00252;P05177
1888;substrate;no;enzyme;22569204;DB00252;P11509
1889;substrate;no;enzyme;22569204;DB00252;P10635
1890;substrate;no;enzyme;22569204;DB00252;P05181
1891;substrate;no;enzyme;22569204;DB00252;P07099
1892;substrate;no;enzyme;22569204;DB00252;P22310
1893;substrate;no;enzyme;22569204;DB00252;P21964
1894;substrate;no;enzyme;22569204;DB00252;P15559
1895;substrate;no;enzyme;22569204;DB00252;P33260
1896;inhibitor;unknown;transporter;18845642|10592235;DB00252;Q9NYB5
1897;substrate;unknown;transporter;17045309|18824002|22569204|17376120;DB00252;P08183
1898;substrate;unknown;transporter;17045309|12663688|17376120;DB00252;Q92887
1899;agonist;yes;target;6336597|11752352|15634032;DB00253;P04150
1900;binder;unknown;carrier;23300763;DB00253;P08185
1901;substrate|inducer;no;enzyme;20482443;DB00253;P08684
1902;inducer;unknown;enzyme;20482443;DB00253;P20815
1903;substrate;unknown;transporter;8786566;DB00253;P46721
1904;substrate;unknown;transporter;14661924|24451000;DB00253;P08183
1905;substrate;unknown;transporter;19953504;DB00253;Q8TCC7
1906;substrate|inhibitor;unknown;enzyme;10716067|9399990|21460003;DB00254;P08684
1907;inhibitor;unknown;transporter;11855680;DB00254;Q4U2R8
1908;inducer;unknown;transporter;11850258;DB00254;Q2M3G0
1909;agonist;yes;target;17306201|17308373|17314305|17317669|17320868|20387803|11752352;DB00255;P03372
